production_day,station_id,station_name,downtime_minutes,downtime_type,z_score
2025-12-31,5,FRA-PP-L01-02,13.82,No Production & Break,-0.8518636037957772
2025-12-31,5,FRA-PP-L01-02,26.77,Preventive Maintenance,-0.33155491605877113
2025-12-31,9,SFX-PLM-PROG-01,9.78,Setup,-1.014183843058905
2025-12-31,2,HDR-MLD-L01-01,69.25,Trial & Pilot Run,1.37521829282679
2025-12-31,7,FRA-OVE-L01-01,40.85,Fire Drills,0.23415522473945635
2025-12-31,5,FRA-PP-L01-02,50.82,Breakdown,0.634732646881383
2025-12-31,7,FRA-OVE-L01-01,4.28,Part Shortage,-1.2351643668082126
2025-12-31,2,HDR-MLD-L01-01,7.17,Calibration,-1.1190491461472127
2025-12-31,6,FRA-PP-L01-03,25.53,Material Check,-0.3813759795949786
2025-12-31,3,HDR-MLD-L01-02,77.15,Breakdown,1.6926266814848867
2025-12-31,1,SF-SPI-L01-01,10.75,Preventive Maintenance,-0.9752109143249362
2025-12-31,7,FRA-OVE-L01-01,35.43,Breakdown,0.01638896315377499
2025-12-31,10,SFX-PLM-ASSY-01,24.07,Breakdown,-0.4400362640811585
2025-12-31,9,SFX-PLM-PROG-01,31.88,Meeting,-0.12624392035714177
2026-01-01,5,FRA-PP-L01-02,25.28,Cleaning,-0.3914205488563108
2026-01-01,10,SFX-PLM-ASSY-01,7.97,Material Check,-1.08690652451095
2026-01-01,1,SF-SPI-L01-01,20.72,Breakdown,-0.5746334921830095
2026-01-01,7,FRA-OVE-L01-01,6.83,Calibration,-1.1327097603426246
2026-01-01,3,HDR-MLD-L01-02,36.95,Cleaning,0.07745994426267466
2026-01-01,2,HDR-MLD-L01-01,18.3,Breakdown,-0.6718649226327048
2026-01-01,5,FRA-PP-L01-02,17.23,Breakdown,-0.7148556790712065
2026-01-01,3,HDR-MLD-L01-02,36.22,Setup,0.04812980201958459
2026-01-01,8,FRA-AOI-L01-01,85.15,Part Shortage,2.014052897847516
2026-01-01,10,SFX-PLM-ASSY-01,5.33,Calibration,-1.1929771759106176
2026-01-01,9,SFX-PLM-PROG-01,27.22,Cleaning,-0.3134746913883733
2026-01-01,10,SFX-PLM-ASSY-01,28.25,Trial & Pilot Run,-0.27209106603168476
2026-01-01,10,SFX-PLM-ASSY-01,32.57,No Production & Break,-0.09852090919586494
2026-01-01,8,FRA-AOI-L01-01,23.08,Breakdown,-0.47981275835603393
2026-01-01,3,HDR-MLD-L01-02,3.88,Breakdown,-1.251235677626344
2026-01-01,9,SFX-PLM-PROG-01,65.37,Part Shortage,1.219326577890915
2026-01-01,9,SFX-PLM-PROG-01,79.07,Breakdown,1.769768973411917
2026-01-01,3,HDR-MLD-L01-02,56.93,Part Shortage,0.8802219196283411
2026-01-01,7,FRA-OVE-L01-01,20.9,Trial & Pilot Run,-0.5674014023148504
2026-01-01,6,FRA-PP-L01-03,47.63,Part Shortage,0.5065639431067847
2026-01-01,3,HDR-MLD-L01-02,16.88,Material Check,-0.7289180760370716
2026-01-01,5,FRA-PP-L01-02,18.02,Material Check,-0.6831148402053969
2026-01-01,10,SFX-PLM-ASSY-01,35.05,Preventive Maintenance,0.0011212178765499987
2026-01-01,6,FRA-PP-L01-03,25.9,Inventory Check,-0.36651001708820713
2026-01-01,10,SFX-PLM-ASSY-01,17.97,Meeting,-0.6851237540576633
2026-01-01,10,SFX-PLM-ASSY-01,8.02,Breakdown,-1.0848976106586834
2026-01-01,3,HDR-MLD-L01-02,36.33,Trial & Pilot Run,0.05254941249457072
2026-01-01,2,HDR-MLD-L01-01,13.82,Fire Drills,-0.8518636037957772
2026-01-01,2,HDR-MLD-L01-01,21.68,Part Shortage,-0.536062346219494
2026-01-01,8,FRA-AOI-L01-01,17.63,Inventory Check,-0.6987843682530751
2026-01-01,4,FRA-PP-L01-01,23.9,Part Shortage,-0.4468665711788644
2026-01-01,9,SFX-PLM-PROG-01,26.6,Fire Drills,-0.33838522315647696
2026-01-01,8,FRA-AOI-L01-01,30.63,Trial & Pilot Run,-0.17646676666380257
2026-01-01,10,SFX-PLM-ASSY-01,73.27,Part Shortage,1.536734966549011
2026-01-01,9,SFX-PLM-PROG-01,43.98,Meeting,0.35991323189133484
2026-01-02,9,SFX-PLM-PROG-01,26.3,Preventive Maintenance,-0.35043870627007556
2026-01-02,9,SFX-PLM-PROG-01,38.48,Calibration,0.13893270814202727
2026-01-02,3,HDR-MLD-L01-02,43.32,Cleaning,0.3333955690414181
2026-01-02,2,HDR-MLD-L01-01,22.57,Breakdown,-0.5003036796491515
2026-01-02,10,SFX-PLM-ASSY-01,21.88,Breakdown,-0.5280266908104283
2026-01-02,2,HDR-MLD-L01-01,20.65,Setup,-0.5774459715761826
2026-01-02,8,FRA-AOI-L01-01,19.23,Part Shortage,-0.6344991249805492
2026-01-02,6,FRA-PP-L01-03,22.92,Setup,-0.48624128268328637
2026-01-02,5,FRA-PP-L01-02,37.12,Breakdown,0.08429025136038032
2026-01-02,7,FRA-OVE-L01-01,41.37,Cleaning,0.2550479288030271
2026-01-02,7,FRA-OVE-L01-01,23.6,Part Shortage,-0.4589200542924629
2026-01-02,1,SF-SPI-L01-01,79.7,Part Shortage,1.7950812879504747
2026-01-02,5,FRA-PP-L01-02,20.13,Fire Drills,-0.5983386756397534
2026-01-02,8,FRA-AOI-L01-01,10.03,Fire Drills,-1.0041392737975727
2026-01-02,1,SF-SPI-L01-01,41.85,Breakdown,0.274333501784785
2026-01-02,8,FRA-AOI-L01-01,12.7,Trial & Pilot Run,-0.8968632740865453
2026-01-02,9,SFX-PLM-PROG-01,25.32,Breakdown,-0.3898134177744977
2026-01-02,7,FRA-OVE-L01-01,31.62,No Production & Break,-0.13669027238892714
2026-01-02,10,SFX-PLM-ASSY-01,38.13,Material Check,0.12487031117616247
2026-01-02,2,HDR-MLD-L01-01,22.27,Part Shortage,-0.5123571627627501
2026-01-02,8,FRA-AOI-L01-01,73.92,Breakdown,1.562850846628475
2026-01-02,9,SFX-PLM-PROG-01,35.33,Material Check,0.012371135449242067
2026-01-02,7,FRA-OVE-L01-01,64.73,Breakdown,1.1936124805819046
2026-01-02,9,SFX-PLM-PROG-01,76.47,Part Shortage,1.665305453094063
2026-01-02,6,FRA-PP-L01-03,33.27,Breakdown,-0.07039611526413476
2026-01-02,10,SFX-PLM-ASSY-01,44.65,Inventory Check,0.38683267751170514
2026-01-02,7,FRA-OVE-L01-01,7.63,Meeting,-1.1005671387063616
2026-01-02,4,FRA-PP-L01-01,4.43,Part Shortage,-1.2291376252514132
2026-01-02,4,FRA-PP-L01-01,119.6,Breakdown,3.3981945420590876
2026-01-02,2,HDR-MLD-L01-01,18.88,Cleaning,-0.6485615219464143
2026-01-02,10,SFX-PLM-ASSY-01,35.28,No Production & Break,0.01036222159697575
2026-01-02,1,SF-SPI-L01-01,55.57,Inventory Check,0.8255794628466941
2026-01-02,1,SF-SPI-L01-01,44.47,Trial & Pilot Run,0.379600587643546
2026-01-05,9,SFX-PLM-PROG-01,83.87,Part Shortage,1.9626247032294952
2026-01-05,10,SFX-PLM-ASSY-01,41.35,Setup,0.2542443632621207
2026-01-05,5,FRA-PP-L01-02,22.07,No Production & Break,-0.5203928181718158
2026-01-05,9,SFX-PLM-PROG-01,11.4,No Production & Break,-0.9490950342454726
2026-01-05,7,FRA-OVE-L01-01,59.25,Part Shortage,0.9734355223735035
2026-01-05,8,FRA-AOI-L01-01,22.28,Preventive Maintenance,-0.5119553799922968
2026-01-05,2,HDR-MLD-L01-01,32.32,Material Check,-0.1085654784571971
2026-01-05,9,SFX-PLM-PROG-01,15.82,Breakdown,-0.7715070497051199
2026-01-05,8,FRA-AOI-L01-01,28.6,No Production & Break,-0.25802866906581967
2026-01-05,3,HDR-MLD-L01-02,25.72,Preventive Maintenance,-0.3737421069563663
2026-01-05,9,SFX-PLM-PROG-01,32.33,Cleaning,-0.10816369568674389
2026-01-05,10,SFX-PLM-ASSY-01,37.43,Breakdown,0.0967455172444323
2026-01-05,8,FRA-AOI-L01-01,33.42,Setup,-0.06436937370733553
2026-01-05,5,FRA-PP-L01-02,53.65,Part Shortage,0.748437170919663
2026-01-05,2,HDR-MLD-L01-01,5.33,Setup,-1.1929771759106176
2026-01-05,3,HDR-MLD-L01-02,30.85,Trial & Pilot Run,-0.16762754571383018
2026-01-05,2,HDR-MLD-L01-01,10.03,Meeting,-1.0041392737975727
2026-01-05,8,FRA-AOI-L01-01,42.12,Meeting,0.2851816365870236
2026-01-05,3,HDR-MLD-L01-02,29.95,Part Shortage,-0.20378799505462605
2026-01-05,6,FRA-PP-L01-03,11.68,Meeting,-0.9378451166727806
2026-01-05,10,SFX-PLM-ASSY-01,3.48,Part Shortage,-1.2673069884444754
2026-01-05,4,FRA-PP-L01-01,13.85,Calibration,-0.8506582554844173
2026-01-05,9,SFX-PLM-PROG-01,66.18,Material Check,1.2518709822976313
2026-01-05,5,FRA-PP-L01-02,6.68,Trial & Pilot Run,-1.1387365018994238
2026-01-05,5,FRA-PP-L01-02,9.92,Breakdown,-1.0085588842725588
2026-01-05,2,HDR-MLD-L01-01,49.95,Part Shortage,0.5997775458519472
2026-01-05,3,HDR-MLD-L01-02,32.3,Breakdown,-0.1093690439981038
2026-01-05,2,HDR-MLD-L01-01,22.42,Breakdown,-0.5063304212059507
2026-01-05,8,FRA-AOI-L01-01,31.33,Part Shortage,-0.14834197273207256
2026-01-05,1,SF-SPI-L01-01,50.0,Breakdown,0.6017864597042135
2026-01-05,5,FRA-PP-L01-02,7.92,Meeting,-1.0889154383632162
2026-01-05,4,FRA-PP-L01-01,27.62,Fire Drills,-0.29740338057024174
2026-01-05,7,FRA-OVE-L01-01,23.58,Material Check,-0.4597236198333696
2026-01-06,9,SFX-PLM-PROG-01,34.62,Cleaning,-0.01615544125294131
2026-01-06,9,SFX-PLM-PROG-01,39.43,Part Shortage,0.1771020713350896
2026-01-06,8,FRA-AOI-L01-01,28.33,Inventory Check,-0.2688768038680585
2026-01-06,3,HDR-MLD-L01-02,6.02,Part Shortage,-1.1652541647493406
2026-01-06,7,FRA-OVE-L01-01,10.78,Breakdown,-0.9740055660135762
2026-01-06,2,HDR-MLD-L01-01,94.57,Part Shortage,2.392532267614511
2026-01-06,9,SFX-PLM-PROG-01,43.32,Trial & Pilot Run,0.3333955690414181
2026-01-06,10,SFX-PLM-ASSY-01,64.12,Part Shortage,1.1691037315842543
2026-01-06,5,FRA-PP-L01-02,23.42,Part Shortage,-0.46615214416062206
2026-01-06,10,SFX-PLM-ASSY-01,128.67,Breakdown,3.762611514860218
2026-01-06,3,HDR-MLD-L01-02,14.17,Material Check,-0.8378012068299121
2026-01-06,2,HDR-MLD-L01-01,24.58,No Production & Break,-0.41954534278804095
2026-01-06,2,HDR-MLD-L01-01,2.78,Breakdown,-1.2954317823762056
2026-01-06,6,FRA-PP-L01-03,30.37,Cleaning,-0.18691311869558794
2026-01-06,8,FRA-AOI-L01-01,21.72,Meeting,-0.5344552151376809
2026-01-06,1,SF-SPI-L01-01,47.37,Breakdown,0.49611759107499903
2026-01-06,5,FRA-PP-L01-02,40.1,Trial & Pilot Run,0.20402151695545986
2026-01-06,7,FRA-OVE-L01-01,15.98,Meeting,-0.7650785253778672
2026-01-06,3,HDR-MLD-L01-02,39.43,Setup,0.1771020713350896
2026-01-06,5,FRA-PP-L01-02,50.52,Breakdown,0.6226791637677845
2026-01-06,10,SFX-PLM-ASSY-01,35.05,Trial & Pilot Run,0.0011212178765499987
2026-01-06,7,FRA-OVE-L01-01,30.22,Material Check,-0.19293986025238732
2026-01-06,6,FRA-PP-L01-03,10.13,Meeting,-1.0001214460930399
2026-01-06,6,FRA-PP-L01-03,51.12,Breakdown,0.6467861299949815
2026-01-06,9,SFX-PLM-PROG-01,39.83,Breakdown,0.193173382153221
2026-01-06,6,FRA-PP-L01-03,43.28,Fire Drills,0.331788437959605
2026-01-06,4,FRA-PP-L01-01,46.72,Breakdown,0.47000171099553545
2026-01-06,1,SF-SPI-L01-01,5.03,Part Shortage,-1.2050306590242161
2026-01-07,2,HDR-MLD-L01-01,23.32,Trial & Pilot Run,-0.47016997186515497
2026-01-07,1,SF-SPI-L01-01,61.07,Fire Drills,1.0465599865960018
2026-01-07,10,SFX-PLM-ASSY-01,57.88,Fire Drills,0.9183912828214034
2026-01-07,8,FRA-AOI-L01-01,99.2,Part Shortage,2.5785576903343834
2026-01-07,9,SFX-PLM-PROG-01,33.72,Breakdown,-0.05231589059373704
2026-01-07,8,FRA-AOI-L01-01,25.18,Material Check,-0.3954383765608437
2026-01-07,6,FRA-PP-L01-03,26.47,Preventive Maintenance,-0.3436083991723698
2026-01-07,7,FRA-OVE-L01-01,20.43,Inventory Check,-0.5862851925261549
2026-01-07,4,FRA-PP-L01-01,64.45,Part Shortage,1.1823625630092127
2026-01-07,4,FRA-PP-L01-01,9.18,Inventory Check,-1.038290809286102
2026-01-07,7,FRA-OVE-L01-01,9.63,Meeting,-1.0202105846157041
2026-01-07,9,SFX-PLM-PROG-01,9.27,No Production & Break,-1.0346747643520227
2026-01-07,1,SF-SPI-L01-01,28.67,Breakdown,-0.25521618967264664
2026-01-07,7,FRA-OVE-L01-01,56.25,Breakdown,0.8529006912375175
2026-01-07,1,SF-SPI-L01-01,40.55,Meeting,0.2221017416258576
2026-01-07,3,HDR-MLD-L01-02,41.87,Fire Drills,0.27513706732569143
2026-01-07,2,HDR-MLD-L01-01,28.75,Breakdown,-0.2520019275090204
2026-01-07,5,FRA-PP-L01-02,10.5,Breakdown,-0.9852554835862684
2026-01-07,5,FRA-PP-L01-02,26.42,Meeting,-0.3456173130246361
2026-01-07,3,HDR-MLD-L01-02,43.42,No Production & Break,0.337413396745951
2026-01-07,10,SFX-PLM-ASSY-01,1.32,Part Shortage,-1.3540920668623853
2026-01-07,5,FRA-PP-L01-02,45.5,Inventory Check,0.42098421300023453
2026-01-07,1,SF-SPI-L01-01,29.38,Cleaning,-0.2266896129704634
2026-01-07,8,FRA-AOI-L01-01,108.72,Breakdown,2.961054887805912
2026-01-07,3,HDR-MLD-L01-02,15.3,Breakdown,-0.7923997537686908
2026-01-07,10,SFX-PLM-ASSY-01,27.72,Meeting,-0.29338555286570894
2026-01-07,8,FRA-AOI-L01-01,7.68,Setup,-1.098558224854095
2026-01-07,4,FRA-PP-L01-01,17.48,Breakdown,-0.7048111098098743
2026-01-07,4,FRA-PP-L01-01,16.85,Preventive Maintenance,-0.7301234243484314
2026-01-07,1,SF-SPI-L01-01,45.67,Part Shortage,0.42781452009794046
2026-01-07,7,FRA-OVE-L01-01,16.65,Material Check,-0.7381590797574972
2026-01-07,9,SFX-PLM-PROG-01,23.55,Part Shortage,-0.4609289681447294
2026-01-07,3,HDR-MLD-L01-02,36.45,Part Shortage,0.05737080574001034
2026-01-07,6,FRA-PP-L01-03,14.75,Part Shortage,-0.8144978061436215
2026-01-07,9,SFX-PLM-PROG-01,20.63,Calibration,-0.5782495371170892
2026-01-07,10,SFX-PLM-ASSY-01,51.07,Breakdown,0.6447772161427151
2026-01-08,5,FRA-PP-L01-02,25.15,Part Shortage,-0.3966437248722036
2026-01-08,6,FRA-PP-L01-03,94.55,Trial & Pilot Run,2.391728702073605
2026-01-08,8,FRA-AOI-L01-01,29.98,Material Check,-0.20258264674326615
2026-01-08,8,FRA-AOI-L01-01,54.77,Part Shortage,0.7934368412104313
2026-01-08,2,HDR-MLD-L01-01,80.88,Part Shortage,1.842491654863962
2026-01-08,9,SFX-PLM-PROG-01,29.4,Part Shortage,-0.22588604742955684
2026-01-08,5,FRA-PP-L01-02,36.03,Material Check,0.04049592938097224
2026-01-08,2,HDR-MLD-L01-01,45.82,Breakdown,0.43384126165473974
2026-01-08,8,FRA-AOI-L01-01,6.9,Trial & Pilot Run,-1.1298972809494516
2026-01-08,6,FRA-PP-L01-03,72.62,Part Shortage,1.510619086469548
2026-01-08,2,HDR-MLD-L01-01,42.02,Inventory Check,0.28116380888249093
2026-01-08,10,SFX-PLM-ASSY-01,40.15,Breakdown,0.20603043080772618
2026-01-08,7,FRA-OVE-L01-01,38.33,Setup,0.13290596658522802
2026-01-08,10,SFX-PLM-ASSY-01,35.68,Preventive Maintenance,0.026433532415107153
2026-01-08,9,SFX-PLM-PROG-01,42.25,Meeting,0.2904048126029164
2026-01-08,8,FRA-AOI-L01-01,37.32,Calibration,0.09232590676944617
2026-01-08,7,FRA-OVE-L01-01,24.13,Breakdown,-0.43762556745843884
2026-01-08,6,FRA-PP-L01-03,37.37,Breakdown,0.09433482062171249
2026-01-08,7,FRA-OVE-L01-01,11.65,Material Check,-0.9390504649841405
2026-01-08,8,FRA-AOI-L01-01,29.83,Fire Drills,-0.20860938830006553
2026-01-08,8,FRA-AOI-L01-01,71.12,Breakdown,1.450351670901555
2026-01-08,10,SFX-PLM-ASSY-01,39.67,Trial & Pilot Run,0.18674485782596856
2026-01-09,5,FRA-PP-L01-02,30.42,Cleaning,-0.18490420484332148
2026-01-09,8,FRA-AOI-L01-01,22.97,Part Shortage,-0.48423236883102005
2026-01-09,2,HDR-MLD-L01-01,30.63,Part Shortage,-0.17646676666380257
2026-01-09,4,FRA-PP-L01-01,42.58,Breakdown,0.3036636440278748
2026-01-09,5,FRA-PP-L01-02,99.97,Part Shortage,2.6094949636592863
2026-01-09,6,FRA-PP-L01-03,20.68,Part Shortage,-0.5762406232648226
2026-01-09,6,FRA-PP-L01-03,13.32,Breakdown,-0.8719527423184416
2026-01-09,2,HDR-MLD-L01-01,42.0,Inventory Check,0.28036024334158427
2026-01-09,8,FRA-AOI-L01-01,14.77,Inventory Check,-0.813694240602715
2026-01-09,10,SFX-PLM-ASSY-01,19.75,Breakdown,-0.6136064209169783
2026-01-09,5,FRA-PP-L01-02,18.35,Meeting,-0.6698560087804384
2026-01-09,3,HDR-MLD-L01-02,34.33,Trial & Pilot Run,-0.027807141596086587
2026-01-09,6,FRA-PP-L01-03,26.85,Setup,-0.3283406538951448
2026-01-09,9,SFX-PLM-PROG-01,37.2,Inventory Check,0.08750451352400683
2026-01-09,7,FRA-OVE-L01-01,13.85,Calibration,-0.8506582554844173
2026-01-09,3,HDR-MLD-L01-02,84.45,Breakdown,1.9859281039157857
2026-01-09,3,HDR-MLD-L01-02,23.72,Inventory Check,-0.45409866104702357
2026-01-09,8,FRA-AOI-L01-01,42.07,Preventive Maintenance,0.2831727227347573
2026-01-09,10,SFX-PLM-ASSY-01,49.87,Part Shortage,0.5965632836883207
2026-01-09,9,SFX-PLM-PROG-01,76.43,Breakdown,1.66369832201225
2026-01-09,10,SFX-PLM-ASSY-01,18.73,No Production & Break,-0.6545882635032135
2026-01-12,2,HDR-MLD-L01-01,44.9,No Production & Break,0.3968772467730373
2026-01-12,7,FRA-OVE-L01-01,33.65,Trial & Pilot Run,-0.05512836998691006
2026-01-12,10,SFX-PLM-ASSY-01,91.57,Part Shortage,2.271997436478525
2026-01-12,2,HDR-MLD-L01-01,39.03,Calibration,0.1610307605169582
2026-01-12,7,FRA-OVE-L01-01,25.6,Cleaning,-0.3785635002018056
2026-01-12,5,FRA-PP-L01-02,40.68,Breakdown,0.22732491764175042
2026-01-12,3,HDR-MLD-L01-02,42.67,Trial & Pilot Run,0.3072796889619545
2026-01-12,6,FRA-PP-L01-03,6.83,Setup,-1.1327097603426246
2026-01-12,6,FRA-PP-L01-03,5.82,Part Shortage,-1.1732898201584063
2026-01-12,8,FRA-AOI-L01-01,29.68,Breakdown,-0.21463612985686478
2026-01-12,4,FRA-PP-L01-01,28.05,Trial & Pilot Run,-0.28012672144075046
2026-01-12,3,HDR-MLD-L01-02,28.3,Preventive Maintenance,-0.2700821521794183
2026-01-12,9,SFX-PLM-PROG-01,54.22,Breakdown,0.7713387888355003
2026-01-12,9,SFX-PLM-PROG-01,9.17,Inventory Check,-1.0386925920565553
2026-01-12,4,FRA-PP-L01-01,15.92,No Production & Break,-0.767489222000587
2026-01-12,6,FRA-PP-L01-03,24.38,Cleaning,-0.42758099819710665
2026-01-12,4,FRA-PP-L01-01,13.65,Breakdown,-0.8586939108934831
2026-01-12,5,FRA-PP-L01-02,21.85,Cleaning,-0.5292320391217881
2026-01-12,9,SFX-PLM-PROG-01,31.55,Trial & Pilot Run,-0.13950275178210014
2026-01-12,3,HDR-MLD-L01-02,25.3,Inventory Check,-0.39061698331540423
2026-01-12,4,FRA-PP-L01-01,29.13,Part Shortage,-0.23673418223179557
2026-01-12,9,SFX-PLM-PROG-01,16.18,Material Check,-0.7570428699688015
2026-01-12,3,HDR-MLD-L01-02,41.92,Breakdown,0.277145981177958
2026-01-12,9,SFX-PLM-PROG-01,5.57,Preventive Maintenance,-1.1833343894197386
2026-01-12,3,HDR-MLD-L01-02,47.55,Part Shortage,0.5033496809431581
2026-01-12,4,FRA-PP-L01-01,36.87,Inventory Check,0.07424568209904817
2026-01-12,5,FRA-PP-L01-02,11.73,Setup,-0.935836202820514
2026-01-12,9,SFX-PLM-PROG-01,10.82,Part Shortage,-0.9723984349317631
2026-01-12,8,FRA-AOI-L01-01,55.17,No Production & Break,0.8095081520285627
2026-01-13,10,SFX-PLM-ASSY-01,20.18,Breakdown,-0.596329761787487
2026-01-13,3,HDR-MLD-L01-02,34.77,Breakdown,-0.010128699696141785
2026-01-13,5,FRA-PP-L01-02,13.77,Breakdown,-0.8538725176480436
2026-01-13,6,FRA-PP-L01-03,38.05,Breakdown,0.12165604901253596
2026-01-13,7,FRA-OVE-L01-01,7.53,Part Shortage,-1.1045849664108944
2026-01-13,8,FRA-AOI-L01-01,37.23,Calibration,0.08870986183536646
2026-01-13,5,FRA-PP-L01-02,17.62,Inventory Check,-0.6991861510235283
2026-01-13,2,HDR-MLD-L01-01,23.65,Inventory Check,-0.4569111404401966
2026-01-13,2,HDR-MLD-L01-01,31.85,No Production & Break,-0.1274492686685015
2026-01-13,4,FRA-PP-L01-01,26.53,Setup,-0.34119770254965
2026-01-13,2,HDR-MLD-L01-01,23.9,Fire Drills,-0.4468665711788644
2026-01-13,10,SFX-PLM-ASSY-01,5.73,Part Shortage,-1.176905865092486
2026-01-13,3,HDR-MLD-L01-02,8.23,Inventory Check,-1.0764601724791643
2026-01-13,4,FRA-PP-L01-01,43.23,Meeting,0.32977952410733835
2026-01-13,6,FRA-PP-L01-03,20.05,Cleaning,-0.6015529378033797
2026-01-13,9,SFX-PLM-PROG-01,20.02,Inventory Check,-0.6027582861147396
2026-01-13,8,FRA-AOI-L01-01,28.33,No Production & Break,-0.2688768038680585
2026-01-13,1,SF-SPI-L01-01,41.27,Material Check,0.25103010109849444
2026-01-13,8,FRA-AOI-L01-01,7.95,Trial & Pilot Run,-1.0877100900518564
2026-01-13,9,SFX-PLM-PROG-01,41.07,Meeting,0.24299444568942863
2026-01-13,10,SFX-PLM-ASSY-01,8.9,No Production & Break,-1.0495407268587942
2026-01-13,2,HDR-MLD-L01-01,60.08,Breakdown,1.0067834923211263
2026-01-13,4,FRA-PP-L01-01,35.02,Part Shortage,-8.413043480962114e-05
2026-01-13,5,FRA-PP-L01-02,65.65,Part Shortage,1.2305764954636071
2026-01-13,2,HDR-MLD-L01-01,18.45,Part Shortage,-0.6658381810759055
2026-01-13,4,FRA-PP-L01-01,75.0,Breakdown,1.6062433858374299
2026-01-13,9,SFX-PLM-PROG-01,12.93,Setup,-0.8876222703661197
2026-01-13,9,SFX-PLM-PROG-01,56.2,Part Shortage,0.8508917773852512
2026-01-14,10,SFX-PLM-ASSY-01,57.25,Calibration,0.8930789682828463
2026-01-14,10,SFX-PLM-ASSY-01,36.42,No Production & Break,0.05616545742865044
2026-01-14,10,SFX-PLM-ASSY-01,15.08,Setup,-0.8012389747186631
2026-01-14,1,SF-SPI-L01-01,24.35,Cleaning,-0.4287863465084664
2026-01-14,7,FRA-OVE-L01-01,41.6,Fire Drills,0.26428893252345287
2026-01-14,3,HDR-MLD-L01-02,24.85,Breakdown,-0.4086972079858021
2026-01-14,9,SFX-PLM-PROG-01,39.12,Meeting,0.16464680545103763
2026-01-14,1,SF-SPI-L01-01,28.03,Inventory Check,-0.280930286981657
2026-01-14,10,SFX-PLM-ASSY-01,15.8,Fire Drills,-0.7723106152460264
2026-01-14,6,FRA-PP-L01-03,41.43,Cleaning,0.25745862542574693
2026-01-14,9,SFX-PLM-PROG-01,26.23,Breakdown,-0.3532511856632486
2026-01-14,2,HDR-MLD-L01-01,33.22,Breakdown,-0.07240502911640137
2026-01-14,3,HDR-MLD-L01-02,6.13,Cleaning,-1.1608345542743546
2026-01-14,5,FRA-PP-L01-02,10.78,Part Shortage,-0.9740055660135762
2026-01-14,10,SFX-PLM-ASSY-01,15.0,Inventory Check,-0.8044532368822894
2026-01-14,7,FRA-OVE-L01-01,94.03,Breakdown,2.370835998010034
2026-01-14,2,HDR-MLD-L01-01,38.53,Setup,0.1409416219942939
2026-01-14,6,FRA-PP-L01-03,75.58,Part Shortage,1.6295467865237203
2026-01-14,10,SFX-PLM-ASSY-01,44.53,Part Shortage,0.3820112842662658
2026-01-14,4,FRA-PP-L01-01,76.22,Part Shortage,1.6552608838327307
2026-01-14,2,HDR-MLD-L01-01,8.22,Material Check,-1.0768619552496177
2026-01-14,9,SFX-PLM-PROG-01,20.85,Fire Drills,-0.5694103161671167
2026-01-14,10,SFX-PLM-ASSY-01,68.75,Breakdown,1.3551291543041257
2026-01-14,1,SF-SPI-L01-01,2.25,Part Shortage,-1.3167262692102297
2026-01-14,2,HDR-MLD-L01-01,184.67,Part Shortage,6.012595029398622
2026-01-14,8,FRA-AOI-L01-01,39.27,Part Shortage,0.17067354700783716
2026-01-14,1,SF-SPI-L01-01,102.85,Breakdown,2.725208401549833
2026-01-14,10,SFX-PLM-ASSY-01,43.0,Trial & Pilot Run,0.3205385203869129
2026-01-14,6,FRA-PP-L01-03,99.08,Breakdown,2.573736297088944
2026-01-14,7,FRA-OVE-L01-01,26.6,Setup,-0.33838522315647696
2026-01-14,3,HDR-MLD-L01-02,17.9,Material Check,-0.6879362334508363
2026-01-14,8,FRA-AOI-L01-01,21.53,Preventive Maintenance,-0.5420890877762933
2026-01-14,7,FRA-OVE-L01-01,57.63,Part Shortage,0.9083467135600712
2026-01-14,4,FRA-PP-L01-01,31.57,Setup,-0.1386991862411936
2026-01-14,9,SFX-PLM-PROG-01,34.75,Part Shortage,-0.010932265237048483
2026-01-15,4,FRA-PP-L01-01,26.12,Trial & Pilot Run,-0.3576707961382347
2026-01-15,3,HDR-MLD-L01-02,23.28,Part Shortage,-0.4717771029469681
2026-01-15,1,SF-SPI-L01-01,8.22,Meeting,-1.0768619552496177
2026-01-15,8,FRA-AOI-L01-01,17.27,Fire Drills,-0.7132485479893934
2026-01-15,5,FRA-PP-L01-02,61.93,Part Shortage,1.0811133048549844
2026-01-15,2,HDR-MLD-L01-01,91.92,Part Shortage,2.2860598334443907
2026-01-15,6,FRA-PP-L01-03,40.53,Breakdown,0.22129817608495117
2026-01-15,7,FRA-OVE-L01-01,97.25,Part Shortage,2.5002100500959923
2026-01-15,7,FRA-OVE-L01-01,36.5,Material Check,0.05937971959227666
2026-01-15,9,SFX-PLM-PROG-01,37.37,Material Check,0.09433482062171249
2026-01-15,2,HDR-MLD-L01-01,26.47,Breakdown,-0.3436083991723698
2026-01-15,2,HDR-MLD-L01-01,42.77,Fire Drills,0.3112975166664875
2026-01-15,4,FRA-PP-L01-01,51.72,Breakdown,0.6708930962221787
2026-01-15,7,FRA-OVE-L01-01,5.08,Setup,-1.2030217451719498
2026-01-15,9,SFX-PLM-PROG-01,42.52,Inventory Check,0.3012529474051553
2026-01-15,5,FRA-PP-L01-02,9.67,Fire Drills,-1.018603453533891
2026-01-15,4,FRA-PP-L01-01,32.58,Cleaning,-0.09811912642541173
